,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
steel-plates,0.38865383512554613,0.7730473694428039,0.5305701328742647,0.8323543359721238,0.7719953919818565,0.20991332683651565,0.48013196737885017,0.7518411838997816,0.7093135635243627,0.22771597789371195,0.7929884337565606,0.6617115761893344,0.6713305276694663,0.5739233865066492,0.1686716932894059,0.21091278344548275,0.6213126042691121,0.2212151685267843,0.7960199813347949,0.8321537462536288,0.8492780986473571,0.33100132318746955,0.5907625899269987,0.7953657467496431,0.27540762468477514,0.4164276400058557,0.7533637647831887,0.42845635998961756,0.28037304811998354,0.5750480489685812,0.2426237684964681,0.7645003020106647
magic,0.5738486579101011,0.25011883772964827,0.9016046861604429,0.02984297157746392,0.03214764449382795,0.8030982707198037,0.9181754397789311,0.061283874695492305,0.38236855168249895,0.9105312222681116,0.197973880712762,0.6982389669071596,0.4959844757081395,0.9750182418434483,0.8576096045509755,0.8650184383889574,0.9827364771561277,0.764749515777712,0.255826284858277,0.1089978382377963,0.07448907470897016,0.6988449025169345,0.7799605933250798,0.2435970170437742,0.015435251739187333,0.22391730171845425,0.02545935650106657,0.43105733785192013,0.6725080349922741,0.981612073502824,0.7592117848373325,0.09597962384559298
balloons,0.4830768140736587,0.317995581057546,0.0,0.8514484480458441,0.33723874874556536,0.731374982007273,0.7221095908876457,0.9279332694709279,0.157934761860796,0.2483121518460411,0.2741102206897096,0.0,0.024888971859651624,0.0,0.7481904083280797,0.4698021843717888,0.0,0.7037490962029904,0.21131374121424193,0.278792101281674,0.3184208753139151,0.6804297577784174,0.0,0.2520754058646359,1.0,1.0,0.7252857318073312,1.0,0.8090696179194315,0.0,0.6234248731408626,0.5825573519145598
monks-3,0.8325429668210476,0.0,0.32498500519751394,0.35762503152291747,0.03195358308813289,1.0,0.7773199433847812,0.2739591159843138,0.0,0.9166449843166089,0.0,0.3843427039247643,0.0,0.5277543639682387,1.0,0.9942451251965092,0.4885572538588389,1.0,0.0,0.0,0.0,1.0,0.23155968213082354,0.0,0.4996761896984674,0.7671903255583382,0.33457823983066914,0.9365894554922612,1.0,0.49669126549072745,1.0,0.02377310470877095
oocytes_trisopterus_nucleus_2f,0.5287048956271911,0.3299291713122919,0.9092707386485297,0.09702530460286748,0.1020478218921219,0.7203780245114176,0.8777748197074878,0.12209209493755371,0.45094729722299753,0.8321597097106269,0.2798344543455537,0.715478131884446,0.5488087938905898,0.9606356445650077,0.7703217361931861,0.7802400671183575,0.979648722905309,0.6839462114280188,0.33490613438202343,0.19812719640937435,0.16397912772035392,0.6348252899104465,0.797673099179574,0.3233509117488823,0.01007523430571543,0.20523834872640243,0.0749357615947464,0.3923066389824538,0.6032246010747496,0.9730411981019736,0.6803765019956874,0.17629470283134635
vertebral-column-2clases,0.5366378867434703,0.27262665119363616,0.9083512133890134,0.035694146647509764,0.04178637296169927,0.787368000394056,0.9431596009975061,0.10190465898367917,0.404556647212053,0.869680410873305,0.21484781197426492,0.6740898188228472,0.5134078321041473,0.9557710160453903,0.8572844307514813,0.8354053369984903,0.9708874213086408,0.7457470615283578,0.26645872110234253,0.11405976480508437,0.08091112078056795,0.6635736877122308,0.7901992189542714,0.2577455257233175,0.02903159562845403,0.21392630494559864,0.028019688984792752,0.41042068030471174,0.6520147900528939,0.9691047796887946,0.7306216146587214,0.13302584745461632
planning,0.4859051250941192,0.32818416532779665,0.9125349100915795,0.07701847263661737,0.0849410511173777,0.734871300293552,0.9432538922962863,0.1697603056771295,0.45352736336730104,0.7969831152277547,0.2674763114601607,0.6594341869037769,0.5487383036716215,0.9287274854869652,0.8159444976674397,0.7706006266127917,0.9548419018955665,0.6922386402311386,0.31154126681727473,0.16146967749455998,0.1292418686936534,0.6050150399393125,0.8025528041605431,0.30613411782476907,0.04241884210285044,0.2009544351637698,0.059002986358983184,0.3780531786676088,0.6035547010130968,0.9506478565987659,0.6704470142117643,0.20333693952723256
acute-nephritis,0.37362330118826104,0.46709864220306013,0.22835497933670157,0.7895723762045563,0.35968399857749855,0.5935924947425848,0.7447097122059713,0.891873660592669,0.35303663015727926,0.22956946694624608,0.4200988450793886,0.1350545688481691,0.23193966230711452,0.15999508641777965,0.6409988000265102,0.38991096935405634,0.2024315581659762,0.5613441734923733,0.3579904281987094,0.3889989174941368,0.4243390724938115,0.533652060657813,0.2038764948395259,0.398441696834897,0.7782948329683205,0.7881491493749228,0.6309204762155648,0.7968384288678924,0.6407404459374427,0.176589277644029,0.4845504012490674,0.6576220010428363
plant-shape,0.36777643532796406,0.8870644080649494,0.6626088994099043,0.8246497044255608,1.0,0.06015471801647363,0.43860982678439064,0.7342544282121852,0.8588771314576541,0.20668106309601222,0.9352194308249354,0.8578039490655524,0.8723521884794799,0.7682816286000693,0.0008891851898155294,0.14018923423963942,0.8097023714783068,0.08643232528346685,0.964123982006383,1.0,1.0,0.22641854115069096,0.7914389530502967,0.9457606288876926,0.07907003039296749,0.22315592922860789,0.8383462835984684,0.2151523725991553,0.11894238710890676,0.7513364755996247,0.15387655175674597,0.8234411874458245
nursery,0.13098795846656458,0.8539175826491312,0.6239547979333694,0.7647022224753807,0.6804283836279376,0.1986418239684996,0.7233888252342119,0.9329384656180826,0.8116053440883528,0.030495504845251264,0.81010287715339,0.4626833045572649,0.7441555688905265,0.4687538130610919,0.27585648893410103,0.09265040875039438,0.56521570421908,0.17313626691869605,0.7776502864764999,0.7497350601987891,0.7658336972437869,0.14403914856572916,0.6653629120267565,0.8026716392620397,0.36497686463070783,0.3407795026064379,0.6353825869890203,0.3145447489746459,0.20545118161990938,0.5164794191905169,0.11593070146680463,0.9270096247875124
semeion,0.40007629325184446,0.7168053126301976,0.3353370644924746,0.9533813927772902,0.6777107751328719,0.2947918532297068,0.445306867965222,0.8794669701147092,0.5753443438113683,0.1245369078025497,0.7211438188871605,0.4496191864040127,0.48284844808467936,0.2961157802538484,0.2564760469218435,0.16862176445853047,0.3644804278512791,0.2825701671457946,0.6922190236371054,0.7419990427044657,0.7871933696809302,0.3934512198784179,0.3423472639902401,0.7144141307496119,0.563157330200904,0.6561399131598469,0.7972710874825394,0.6026205816439335,0.40434574336654727,0.33434905951667504,0.26265864361905594,0.7983812365145311
cardiotocography-10clases,0.4718795365175168,0.7886000530217059,0.542248724325802,0.8626917185342502,0.9050909781354705,0.15024163485413286,0.37813729190537165,0.6858601441596164,0.7326014598222111,0.286742621245892,0.8473132961850484,0.8119717121819136,0.7228499908894717,0.6797329080610098,0.06113756038420759,0.22496937019061572,0.7126169231796543,0.18488265225843817,0.8707646549011171,0.9310978657342887,0.9409660378417487,0.3574112225883375,0.6402903129875945,0.8526187842390308,0.1655051146002854,0.37087727634186274,0.8346676517000815,0.3819790833266358,0.2417715237305486,0.6590884724979447,0.25218387322703895,0.7309617488493976
statlog-vehicle,0.10896087534078021,0.9535157698717871,0.8555094960080142,0.6598906123716874,0.8596393061254153,0.06308480714146342,0.7070693536429198,0.8217101664136705,0.9791155533516676,0.08501558974852748,0.9359364276799513,0.7298930871857308,0.993653401648794,0.7662434429812816,0.13064200348702418,0.06672125411296559,0.8559511010162169,0.05004734533083772,0.9424853510600688,0.8891856786209689,0.8721109273138757,0.04807698534261559,0.9454406964355693,0.9422813583562096,0.07487130886093901,0.060735313037699655,0.6461413699333667,0.03219693803907906,0.0324588293553228,0.802620951763175,0.04722349977172446,0.9322569769745032
image-segmentation,0.5487169013431179,0.7394833570561302,0.48724464255985916,0.8790707201233529,0.8741861869311973,0.19096475885452485,0.3240016175776774,0.6430811981826695,0.6684341067458683,0.3467541191629788,0.8097215268505052,0.8199048073082482,0.6574118530693653,0.6614621545426774,0.07552210818282087,0.2740042917026747,0.6825702307488987,0.23095944444911107,0.8351213065116478,0.9101480171378439,0.9284306255736442,0.4299465184749215,0.5713606850833617,0.8163692513086467,0.18658826861259356,0.4364058965039615,0.846380305457344,0.46192038965792187,0.3007892434794824,0.6344784403933438,0.3059443018207921,0.6747501871964574
hill-valley,0.9012347841642772,0.3555418539362899,0.46404825722033816,0.5922431227881179,0.5303281583550079,0.5647877125092634,0.30111653299184443,0.1836381406832653,0.32202724095469376,0.832418289328935,0.4274049160927054,0.9099456177638146,0.38382661775959376,0.8286941582867661,0.3749588505949936,0.7076653681980393,0.7608110897803395,0.6015673795184742,0.511362783633123,0.5707421833597754,0.5755208240589885,0.8244258869409947,0.4606968263903795,0.4774157966356512,0.13360897126143484,0.5432899764467478,0.6257959516209048,0.6987822788767648,0.6450732374114208,0.761649597480478,0.7130889497777619,0.19588403747964286
statlog-australian-credit,0.48727176858052884,0.5157262707144495,0.42049092813852823,0.7197915654193885,0.4505499130912536,0.49550354426988286,0.6007503538451168,0.6747487571616566,0.4521182568029772,0.38361288867443694,0.5102335629795023,0.45678169362584087,0.37797151638970133,0.4349557433041428,0.4909618355600227,0.4327405687917789,0.47640437906229943,0.4873918267778508,0.4907836189555803,0.5155005754766272,0.5302995161694478,0.543653503852755,0.3856732989325032,0.5056777275622317,0.47415978290222,0.6077952570818668,0.5970732421436037,0.6376509748602226,0.5474697498333547,0.4532165886006122,0.47313123781015654,0.5588651405448624
parkinsons,0.6820203737038418,0.2044568701340588,0.83453176374923,0.07743553553028129,0.04961362142162262,0.8204116109351921,0.8178324459122465,0.008087716230367048,0.3210422992614785,0.9832019763043173,0.17679861282531298,0.7475464139601116,0.4294955741694337,0.9794754249461082,0.8310788439283388,0.9169960904766752,0.9692592885843683,0.7976726337070457,0.24265348005628082,0.12968910434376138,0.0945201460494747,0.7881407244959792,0.7123023479175665,0.22212291412163945,0.017346197624656053,0.2899167898788249,0.0791434084188038,0.5078046719850062,0.7229028458107389,0.9712443430710405,0.8202267475111282,0.030158093093604815
balance-scale,0.06910137000994081,0.8952054345964647,0.9647979376662134,0.5012586813245403,0.6622494365361663,0.15572172200362136,0.8346237783918581,0.7666964830641654,0.9577413265999484,0.14018324396030457,0.842920552057595,0.6743001814224462,0.9723449822752768,0.7892115950694888,0.2906203113840303,0.13707916154489205,0.8939466733507944,0.12143135214500783,0.8406558629445866,0.7350830215001553,0.7047809526763746,0.05113359724878789,0.9874344809104757,0.8479034047235015,0.06407101640522589,0.014632443871838182,0.4684301368412589,0.004933707525752564,0.08205168377623412,0.8662798486642023,0.08690568185920441,0.8700121552785826
monks-2,0.7017409462437906,0.13579942245797283,0.477534007037567,0.3250443294597332,0.09918239274582835,0.8792228371900864,0.818082361663409,0.313292284315712,0.162795476024246,0.8124122927636028,0.11950003627437468,0.4476962208320047,0.17572413586306584,0.602152623623782,0.9132245606586347,0.8747948180917046,0.591737617370296,0.8705899680541981,0.12445295647006975,0.08591291846332429,0.07762880400090445,0.841569611396567,0.39298838514734674,0.12435031640111048,0.3926348258995048,0.6105142310000264,0.2968962074056101,0.7583102449550014,0.8519328454349449,0.5980978705296551,0.8577543103431435,0.13541605754438288
conn-bench-sonar-mines-rocks,0.5462963814725224,0.2520179942269143,0.9169826719141033,0.006854609764081921,0.02030059767174505,0.810216457510099,0.9585987059378579,0.07484652124994862,0.39006981538519003,0.8951458786022408,0.19242080494140767,0.6762131906471966,0.5078481125609096,0.9699345540713429,0.8811891674786485,0.8599766961351483,0.9824204175536719,0.7672061008437354,0.24702331705286096,0.08763675564067004,0.0542976091385912,0.6786140814548922,0.7964201169158162,0.23756716602334857,0.0195493720161101,0.2090737146569147,0.004438673081203082,0.4134029691037181,0.6677631306835716,0.9812939844916889,0.7511779964926498,0.10752943725327113
fertility,0.591819065601432,0.3077320519715449,0.4695382908985477,0.49189410220495666,0.2431292477112881,0.7042864201948805,0.735841477387612,0.475527211667292,0.30294883412365553,0.622044208324977,0.292925090207463,0.44927065862794535,0.2692167762852041,0.5378605302698414,0.7308972622502726,0.6814963682877861,0.552775928099013,0.6973311211745362,0.2855661481246811,0.2758623800900229,0.2687890599792331,0.7033323640082255,0.40506180840654377,0.2898638534260686,0.41980678436576824,0.5944763854433028,0.41668145130092477,0.693996335189363,0.7099536318569498,0.5454118046257331,0.685506805482235,0.3239118620525772
cylinder-bands,0.6054090702068201,0.45693670303280165,0.5364002858644571,0.5847973103313868,0.4292643248542439,0.5264625802623571,0.5486495922356271,0.43467535987107575,0.44036249692671736,0.5835026318418538,0.46809708664789446,0.6569904876835815,0.42739882265616114,0.6557235141813241,0.47852266688451695,0.560336035479151,0.6667381453720489,0.5322560924913193,0.49364176836364426,0.504277464152753,0.497800404369746,0.629036453604615,0.5006567963155668,0.48437827381227616,0.27072290703277674,0.5004746560056172,0.5157583616511919,0.5926463888323167,0.5629038258687896,0.6518462119019612,0.5627109115164826,0.3948048998185958
audiology-std,0.9386816964503286,0.5491835275964437,0.24439372467456277,1.0,0.8918410905309633,0.30943266792298113,0.0,0.45024188747604366,0.40891266871932536,0.5943894025213726,0.6919661352860726,0.9488314390965511,0.4063480613557505,0.640370983194376,0.046864696055953926,0.45978500142687007,0.5995655242086781,0.3826932007738933,0.7454196939349746,0.9077246199666018,0.9474904504222549,0.7482075469590304,0.30674693486159305,0.7103599971668447,0.24381178238873186,0.6958398608513724,1.0,0.7438519211104244,0.5191297378630957,0.577005429233513,0.5319981939937038,0.4321001867614041
oocytes_trisopterus_states_5b,0.3369478354187409,0.7626200007167621,0.8281451690716197,0.5591776852682374,0.6933200740095296,0.2258677193855164,0.6202860416526252,0.5770657854938909,0.800573621068662,0.35883486011738863,0.7645894792992134,0.8166040278931243,0.8334383230534088,0.8535758523403295,0.24338814386592753,0.2959736044151295,0.9015569041644015,0.22563552589161426,0.7962639442484489,0.7582800221492991,0.7276946960695391,0.2808070333997573,0.8620502886462945,0.7806425866378296,0.029660692165235557,0.14066705824130935,0.5630127530650466,0.18063828361804501,0.21198093655786435,0.8769011761399166,0.2609047579356715,0.6729338296665924
heart-cleveland,0.2976855821607667,0.6806306057584003,0.43820568252287556,0.8112993452671413,0.5230482770142001,0.3657019664099791,0.6365995821257666,0.8495862742895911,0.5931273360838131,0.15900555368813188,0.6445837314430792,0.36919287007617607,0.4910521553865593,0.3417188808949854,0.3909588394997637,0.2344960728298716,0.4175584803507405,0.34027002357586833,0.6087324281485393,0.6219877253777276,0.6477608849765656,0.36725543289429446,0.4257147450892448,0.6356615960564205,0.5299121690619091,0.5735859495978954,0.6290558945528811,0.5686778907454237,0.41548255897148745,0.3736973213578083,0.2920842465086181,0.7656729324618129
spectf,0.42141354680829807,0.31662696264654655,0.18411153927334883,0.6808782106805522,0.22098388434543775,0.755781387365877,0.8721413358495651,0.8500035212390802,0.22159632004879903,0.32771677643996694,0.2573500584214989,0.029866900323781555,0.1075888101190582,0.12564954928173674,0.8411919371080122,0.5359060020308949,0.153706208321002,0.7206723625398694,0.18513991632349322,0.1990928923053587,0.2335992158907937,0.630944227805311,0.14785801600076895,0.22959757279762852,0.843592641080779,0.8487157177266614,0.5435420450356063,0.88571356361046,0.7762702367740942,0.13813135729232212,0.6233791548868021,0.5425268138241508
oocytes_merluccius_nucleus_4d,0.5574816219968833,0.26447018626354923,0.8860040282463263,0.053647162225419466,0.053007342601662844,0.7882998800600902,0.9240538518568443,0.10569045489725729,0.39125980467927385,0.8763499955850156,0.21308652224412206,0.6770483001316963,0.49641213249114274,0.9466495380292322,0.8524765519404998,0.8420428040872012,0.9585816102426766,0.751082142094026,0.26354917342186757,0.12036504860490732,0.0875965730853515,0.6784132611248613,0.7705552038453247,0.253696470996884,0.037927156982841256,0.23313710775820942,0.049760286188558156,0.4279026133338609,0.6618719366128285,0.9582466248646327,0.7408053632651939,0.12737608035258077
low-res-spect,0.35688849970240166,0.8668366913941755,0.6583205506113433,0.8105668462196591,0.9545963197336532,0.08522171245971613,0.46463725820583673,0.7312215677616734,0.8421239157925751,0.2168552317791994,0.9102584856747324,0.8300157838696162,0.8489163670429329,0.7485229564459918,0.03598655427577866,0.1578884742170114,0.7941471971824567,0.11025317365987078,0.934427717831379,0.9660592202680607,0.9631580730854226,0.23959550551756031,0.7749474130542072,0.9174406085417943,0.09783302505553716,0.23600766991650532,0.8106683200687561,0.23127033173583458,0.13903454880577493,0.7362963155239612,0.1693274880897335,0.8105542971936162
credit-approval,0.5168825731768351,0.5336318946458,0.4891306719395026,0.6818314736398865,0.4796486135059126,0.4660784372084431,0.5564053380063353,0.5870653092209013,0.4871707308343871,0.43526849049652416,0.5352404080338956,0.5676293230779619,0.44029375680342475,0.5396374126734019,0.4371832270507601,0.44424809994342934,0.5717857387760082,0.46316184700736235,0.5385196153904244,0.5560684800247351,0.5631073568127812,0.5438055486623106,0.4590829787577775,0.5431339755956298,0.368509675383113,0.5378026316357184,0.5794145909160341,0.5862890001255661,0.5135647833734254,0.5517458613305852,0.46892479774031,0.5245846788167774
pittsburg-bridges-REL-L,0.2507953737870243,0.6678588476265666,0.40516904010968224,0.81473176253304,0.46817888403363783,0.40048726712508737,0.6919950798678975,0.9020899371293143,0.5701840494297957,0.12088674712527675,0.6158237145525871,0.27255884409811937,0.45404986862581925,0.2688829597703246,0.44493645999156706,0.2242480696917658,0.35112994172568224,0.36276486131552954,0.5657941801974656,0.5733886844570425,0.6061449037175206,0.36108574611531197,0.38054427079490355,0.6029648289410503,0.6110570873364952,0.6133221806243527,0.6109248504031822,0.6036233030392949,0.4408798494786299,0.3035594972070651,0.2920477861258595,0.7906367536853297
molec-biol-splice,0.0,0.9277974991078415,0.9678868454941184,0.5042417138399641,0.6495562024869632,0.14521437554634503,0.8808673586304508,0.8215283167266632,0.9854683332589866,0.08007218628349186,0.8574323756123104,0.6170022372857862,0.9943245700973236,0.754863042659347,0.2961927919687851,0.09286040571514415,0.8627799836018383,0.10028264809907428,0.8486012785994046,0.7335591716980684,0.7099124969568278,0.0,0.9935280492599261,0.8641665163995319,0.09763071712527882,0.007038695191483101,0.458507349150097,0.0,0.05829241901725452,0.8313618014078248,0.045803348325574283,0.927106742389519
spambase,0.9548415584100396,0.3617662134995692,0.4343810590018681,0.6335362528867375,0.5888846921449,0.5409125748696156,0.22616937386264083,0.16845413362983006,0.315036106532165,0.8475532111871622,0.4513745578176126,0.9623536048457041,0.38466560854762205,0.8416160866817634,0.321076398393427,0.7040707646914685,0.7639944775060917,0.5871543297878875,0.5427582138747347,0.6188477946423392,0.6285193200659334,0.8462690646297993,0.44327202657847414,0.5038470114729037,0.11752784975084399,0.56135221466444,0.6827366925079877,0.7146015678478721,0.641902754869125,0.767389783963952,0.7160820075465479,0.18841213746609012
iris,0.036774600023134915,0.8854461195220389,0.9863151629381093,0.4579664269959037,0.5988148892684538,0.18609698429421312,0.8833388151243511,0.7564703983082498,0.9540422678802805,0.14471387369560487,0.8148251590545169,0.6370873045392433,0.9710618910168014,0.7892052276650564,0.3329434199503852,0.147586421439959,0.891040929168048,0.1408289908929244,0.8126736476770184,0.6921571700059659,0.6633948618004497,0.04384381548175179,0.9960618349396797,0.8250700728750283,0.07390126792956873,0.004154034171767142,0.4153327109352222,0.014106833121404752,0.09341933298961273,0.8644383086388416,0.09190036354277943,0.8652573063612369
thyroid,0.8841664688222284,0.5435279373143816,0.27979091160521563,0.9447551246784165,0.8379877555067711,0.3360048145375549,0.08082786277549375,0.44755708626611596,0.4194245271813047,0.5946991120797588,0.6679212266853076,0.9110092782588252,0.4225297984402923,0.6508942487196563,0.0939589217797141,0.4702453712433734,0.6095229182868082,0.3998663882917227,0.720157830618925,0.8630604501778006,0.9023725863495224,0.7242137778045559,0.33814476118319237,0.6906985169083487,0.23930289635003055,0.661470811568853,0.941206553226257,0.7278331175268102,0.5159630106343388,0.5825693198331933,0.5311833810870166,0.43592269150111135
mammographic,0.465185772502448,0.42055131601111945,0.8584793334310785,0.22172034573127125,0.20866054592894323,0.6238199860513941,0.843543303902406,0.2721441536076707,0.5144520466765498,0.6893956102131424,0.3745718005504009,0.6759873651172201,0.5755098359246448,0.8706686702720302,0.6830017427344973,0.660347531111315,0.9054287747204803,0.5927552323429272,0.4123416565759794,0.29850736981358045,0.2679070208138023,0.5503531321173964,0.7712466846000243,0.405794822711198,0.07465816849509402,0.23184524437420606,0.18123544597139876,0.3738300079337815,0.5333367980258709,0.8962830014561535,0.582129537037001,0.3073644817144005
lymphography,0.41463170695092605,0.6659488930055356,0.41517448707940474,0.84396205526607,0.611664267192085,0.3430618507134808,0.5188044078991709,0.7827049990726371,0.571521640577912,0.23257429884048217,0.6662767603376855,0.49292634900579196,0.4919684677784131,0.40641554406388164,0.31876328667566695,0.2664974926412829,0.46247964272390657,0.336368171809942,0.647020205728204,0.6846207043125935,0.7133564455349451,0.42143655344295533,0.418749668105798,0.6634453314972705,0.46373319945039926,0.580118920328897,0.7070486454604384,0.5744791257836664,0.42013468340093907,0.4264411160464265,0.3245125557925764,0.7140258221113298
blood,0.6820826139657361,0.18046612406775706,0.8398914597348911,0.04460685312779367,0.025372509730151482,0.8486287903010254,0.8529727033766935,0.0,0.3043475019010265,1.0,0.14934954539619605,0.7314731984309463,0.41997975733711906,0.9828980417619365,0.870964176119668,0.941604356642912,0.9706028395979205,0.8238403785218887,0.2136526309293923,0.0920570743386375,0.056728095890873464,0.7960820457271264,0.7167957584077381,0.19417580880205157,0.019915309198542137,0.2861225654451313,0.05734401085486646,0.5088136114966421,0.7408022195321105,0.9752722812053146,0.8409837365952862,0.012783921276684419
waveform-noise,0.09310859379480249,0.8338181593623293,0.9950886561281559,0.4130008956399769,0.5505839307021742,0.2331506415215805,0.8701424816337534,0.6714334023236995,0.911773901320915,0.22888421085045127,0.7654673499942513,0.6702706975077596,0.9410542168929629,0.8347430555640901,0.36323266069875215,0.21555132144308484,0.9223639973084942,0.1897755870396553,0.7751036571081243,0.6541300502161865,0.6211471596536831,0.10477106766395428,0.9926653727377511,0.7825837466905168,0.043350023926919,0.0075675893471178705,0.37791088524553845,0.044821987366125006,0.1371237769987677,0.8999936979841174,0.15176557675170593,0.7874105191053612
